age,Computer,TV,Cellphone,Software,Frequency3,Monetary3,Monetary60
16,1,3,2,1,7,1684369.15107146,4214634.99342664
10,3,1,2,1,7,1367162.32200457,2048573.85352415
18,6,1,1,2,10,1666124.05576338,8345465.30652802
26,6,2,2,1,11,1854749.84718333,6328184.87549101
15,4,2,1,5,12,2213531.48209628,6038703.36561288
36,4,1,1,7,13,2095907.3777899,7330132.387606501
34,1,0,1,7,9,2491902.79624716,3999222.16025133
30,4,3,0,1,8,1739993.76955003,5037331.95769932
32,1,0,2,5,8,1659041.80552692,6840559.63309847
28,3,3,2,3,11,1835977.21256007,7988983.47898718
18,5,3,0,2,10,2694868.12917109,6446732.73368074
36,6,0,0,5,11,1673382.28159878,3442370.08583849
20,0,3,0,6,9,2589200.505563,5694856.28387998
19,0,1,0,6,7,1472791.15888872,7038536.69579529
29,3,0,1,2,6,1749315.70044663,1007317.56894449
11,2,0,2,1,5,1311683.33849114,373969.356588074
32,0,3,1,5,9,2385063.07853527,4854481.67157104
23,5,1,1,4,11,2241739.09659413,8328219.08643655
25,0,3,1,3,7,1581636.78042774,3178950.29679436
20,3,2,0,4,9,2167849.79217633,8440568.23687566
25,3,0,0,5,8,1534313.50999859,5022299.82335592
38,3,3,1,6,13,2865449.15926989,7730477.11229838
16,0,3,2,6,11,2191961.45887785,4135794.92390852
40,1,0,2,1,4,1424394.26235643,4162649.12243097
26,1,0,2,2,5,1398450.32717146,4910761.87455792
39,0,3,1,1,5,1244821.40448204,4975805.79089148
23,0,2,2,2,6,1880588.68181919,5465826.15605752
14,0,3,1,0,4,1218229.45060211,1893965.99485313
23,5,2,1,4,12,1698665.72140558,5061237.94370263
27,5,0,1,2,8,2030456.71685282,6618205.03029648
12,0,3,0,2,5,1403367.2563393998,366733.71301993396
14,0,1,2,4,7,1779095.13399344,7666886.70749442
35,6,3,1,5,15,2900405.65050946,4194539.22532913
36,4,0,0,7,11,1911166.71996593,8719009.44681089
31,5,3,2,1,11,2167025.32331186,5400153.06237879
21,1,1,2,7,11,2288998.91616395,5683173.43778745
27,3,0,2,0,5,1485514.06467379,5007049.87400098
36,6,3,0,7,16,2123003.77266734,7600072.8306255005
34,0,2,2,0,4,1348756.15964857,3262903.76783031
11,5,3,0,0,8,2184299.52283908,3415205.31523213
37,3,3,0,2,8,1671723.00514286,4162476.16047207
26,6,3,0,3,12,2001423.54763567,7458042.21480057
26,0,1,2,5,8,2010092.14173125,4952623.96852507
22,0,2,1,1,4,1470075.5361428002,2968615.55577348
13,5,2,2,2,11,2178108.77350961,7618018.78189477
12,5,1,0,6,12,1959508.67176586,5616852.40422477
24,2,3,1,4,10,2294285.83739681,2720243.96106799
27,4,1,0,7,12,2035960.57094428,7605134.63056338
26,1,1,2,1,5,1566320.79725345,5691251.40428848
18,2,0,2,6,10,1831843.65742757,5616189.4502895
36,6,1,0,4,11,1993384.2670996997,5565246.33432326
21,0,3,1,3,7,1384256.10708388,5873180.65768748
30,2,0,0,5,7,2040959.73397089,2740701.45066761
35,1,2,0,4,7,1598159.36699209,5232305.39296147
36,5,3,2,3,13,2592515.80408433,9773987.5555985
22,6,3,0,6,15,2973982.71848468,4978537.91420363
25,5,0,0,7,12,2821043.11838911,8343873.37022527
31,3,0,1,5,9,1592627.79174726,6558059.1763120005
20,1,1,2,6,10,1756463.30104053,6864306.63074637
40,1,0,0,2,3,1208448.35311248,4623019.90770975
31,3,3,1,5,12,1600995.13880152,6566920.71404121
40,3,3,0,2,8,1671111.14527094,6806881.58378074
32,0,2,0,1,3,1668526.7746529,2931541.1485309
27,1,2,0,3,6,1735340.14587303,3245974.76871454
37,6,1,2,6,15,1857132.09122358,8344536.93212978
35,4,0,1,1,6,1641535.03560098,5361012.46832515
40,6,2,2,3,13,2561694.90103273,8810387.48068683
16,0,0,1,2,3,1165030.01271353,4875039.45293516
14,1,0,2,3,6,1216457.46898363,7582001.96719183
39,2,3,0,2,7,1582090.41988724,5941328.00978122
11,3,3,1,2,9,1940852.12382865,3567175.08560785
36,2,0,0,3,5,1487041.13854152,4203634.79295655
23,2,0,1,6,9,2065723.97327351,3872719.37418599
15,0,3,0,5,8,1807942.77087719,5792254.84071979
18,5,1,2,4,12,2184338.93130026,7004592.45529564
29,0,1,0,4,5,854710.811790292,5272966.85096193
26,2,2,2,4,10,1547599.34311612,7555798.73560126
13,0,2,0,4,6,1500920.97159686,5767271.192897
29,4,3,2,5,14,2075807.77792588,9507671.37003156
36,6,2,2,7,17,2862458.91620849,8471378.41856802
19,0,1,0,6,7,1749414.62719973,3154902.00731442
17,3,1,2,7,13,2500245.86875737,493853.59643633396
35,3,0,1,7,11,2176806.07108834,9443904.69418113
18,4,0,2,6,12,1749456.9155722999,9424295.02003123
19,2,3,1,6,12,2240902.21240204,8436178.30759737
38,2,0,0,6,8,2130693.37104679,5792940.89340658
29,4,0,2,4,10,2610146.0458732,6605884.48925151
11,1,3,2,7,13,1804628.88307705,8484196.12559241
22,1,1,1,6,9,2097811.71116708,4991026.87357266
35,5,0,2,4,11,1891093.67799073,9189059.68911482
16,2,2,1,1,6,1946503.10347237,2643925.78765214
33,5,2,1,2,10,2048820.15699385,7111536.86979546
40,2,2,2,0,6,1860634.02785159,3047500.28335983
16,0,1,2,4,7,1839684.4939557998,3327464.5629456
38,5,0,1,1,7,1927204.56180723,7590739.26117539
23,3,2,0,6,11,2508632.76296715,6680140.79281137
11,6,0,0,2,8,1723335.06975592,5070925.00055101
11,2,0,2,3,7,1637626.32404708,5942176.5216304
30,4,2,1,1,8,2122082.38598788,3118707.75095561
29,1,1,0,2,4,1088474.15678621,4213410.86808233
33,0,3,0,4,7,1712366.61093767,5688078.42214527
40,0,1,2,6,9,1995027.57694193,8334057.30089836
10,0,1,1,7,9,1880696.52055721,5107461.76336714
23,2,1,2,5,10,2139913.27354509,4569271.84446507
19,5,0,2,6,13,2208638.41918608,7142957.46620968
21,5,0,1,6,12,2182459.19715344,3399217.37741755
21,3,2,2,0,7,1088376.0825576999,5722195.09929286
36,4,1,2,6,13,2494972.18636264,6755911.51274059
25,6,0,0,6,12,2473282.3368582,5532746.94878685
15,4,3,1,2,10,1763043.90618756,2076128.29711088
19,4,1,0,0,5,916323.1600721809,5137752.1356327
20,1,2,2,6,11,2420324.43551607,4770681.21674128
16,6,1,1,6,14,2409594.07346634,5949287.22347132
34,3,1,1,1,6,1827337.67789985,3425805.50360426
20,0,1,1,2,4,1189417.75576576,5671296.76674964
21,4,0,2,0,6,1688972.95068263,5354509.44291066
10,4,3,1,1,9,1999526.2851037,6603130.48623706
25,6,2,1,0,9,1236798.65998764,5714829.19292196
29,1,2,2,4,9,1984837.18215079,2946172.23367972
18,5,3,0,1,9,1501402.26778139,5925773.48051629
13,5,1,2,3,11,1844905.11867603,7815003.80579561
16,6,2,1,3,12,2419972.68925336,5846200.96469224
39,1,3,0,2,6,2100475.16411531,2608666.63147844
17,6,2,1,6,15,2012599.87885246,11165659.8363666
24,0,0,2,5,7,1900808.59116979,6166264.15107751
28,6,1,2,6,15,1895639.055741,7463158.9923806
14,5,3,1,2,11,2069725.55261699,3830143.61666737
13,3,2,0,5,10,2149032.29827287,3780139.07644032
39,1,3,0,6,10,2272259.1492127003,4541572.82721517
34,5,3,2,7,17,1945094.54902729,6063415.77823119
33,0,1,0,5,6,1629273.7531456002,5974019.82951954
31,1,3,1,4,9,2137842.55206406,2867817.40892165
10,4,2,0,1,7,1774795.31786662,4149193.38637044
11,1,2,1,1,5,1385412.79480679,5160354.65753843
25,6,3,1,4,14,2110244.80436841,10482878.943067301
17,1,1,2,7,11,2214888.49030119,5421018.39663278
18,0,0,0,7,7,1392632.28565639,4941782.31187614
39,1,0,0,7,8,1500956.64703169,4087789.55392687
13,1,1,1,6,9,2021035.61044466,5052047.74685356
20,0,0,2,4,6,1601665.28739569,5139563.36606505
35,2,3,1,2,8,1344546.26749843,4203597.93463596
29,5,3,1,6,15,2201709.5756425,9005143.21064494
29,0,2,0,6,8,1423848.30040061,6648107.94015223
32,0,2,0,0,2,1384617.80743438,4494483.89157167
32,5,3,1,4,13,1686415.27175814,6498531.59296861
39,5,1,2,2,10,2708901.61438945,5090039.88478483
34,3,1,0,6,10,2242389.39493531,9107298.11374174
29,3,3,0,7,13,2178614.77561407,6119807.38943441
34,2,1,1,6,10,2113873.85962156,8593503.95421829
26,1,2,0,7,10,1310607.84400488,6490003.84923388
16,6,1,1,0,8,1901388.7189588002,8365554.58954998
35,2,2,0,4,8,1731786.87569762,11859540.5428625
19,6,1,2,6,15,2204598.44688587,8250695.74880331
28,0,3,2,7,12,2460911.9773049997,6612051.80778267
20,2,3,0,0,5,1746590.6985751,4914365.58316666
10,5,2,1,0,8,1947479.06549196,8528569.94983108
29,5,1,2,7,15,2319248.75924089,8335414.53260101
13,3,0,1,2,6,1210919.88787572,3415428.8525841
11,4,2,0,4,10,1735990.75499944,5294213.21336677
12,1,3,1,1,6,1471557.6223218,4615764.66783288
17,2,2,0,6,10,1959962.96239009,4962648.62793316
13,3,0,2,6,11,1656103.79520947,4490294.32969356
21,0,3,2,4,9,2309163.14629793,6889417.35678332
30,5,1,1,0,7,1485284.47396324,4748572.88260976
12,3,1,1,6,11,1819625.58048734,5677515.74670435
39,0,2,1,2,5,1806259.19868657,3078653.44146701
40,2,2,2,5,11,2161011.37871278,4726817.88103141
27,4,0,0,6,10,2520826.00061549,4807220.40754957
37,6,0,1,1,8,1399585.58109491,3353780.55555396
27,2,2,0,6,10,2549196.53846284,6420055.01341745
30,5,2,0,0,7,1729814.80645849,1937698.51888635
37,4,1,0,3,8,2129142.00981772,4057011.74199622
24,1,2,0,7,10,1819388.07468563,8431579.37624042
26,6,0,0,2,8,1438720.25400838,2099058.4769178
20,0,3,1,4,8,2040831.67439472,5495881.42860137
36,2,2,1,2,7,1267274.36467433,3942113.19064623
31,4,1,1,7,13,2152201.93426425,5351868.28487123
32,1,3,1,2,7,1665013.28867953,4984872.14329232
24,2,3,2,2,9,2215912.69610374,7623767.84491325
16,3,1,1,0,5,1578229.71542031,1112560.5751968
33,1,2,1,3,7,1587686.61893836,5998167.49729185
17,1,1,2,4,8,1396734.26857268,6059825.36236991
25,6,1,2,7,16,2234803.30236453,8154458.07281424
10,2,3,0,7,12,2344759.45535527,5716826.4466972
31,0,3,0,4,7,2153300.2037814,4954021.84320485
15,6,0,0,5,11,2172822.58476125,5367267.28853021
32,6,3,2,0,11,2159502.27332098,8469637.36097339
38,3,0,1,3,7,1863354.2190542,5953733.34578137
27,6,2,1,4,13,2454468.67830812,3413152.44560805
13,2,1,1,2,6,1929174.48224051,6253398.89593292
38,2,3,0,2,7,1749039.62028501,5850813.94209338
26,5,0,2,4,11,2240736.08685794,5662238.02472486
28,6,2,1,1,10,1962408.45640847,7318849.75966595
12,1,2,2,4,9,1806363.88848194,9627872.19933585
38,2,0,1,3,6,1809057.14255721,2401450.04146943
13,3,0,1,4,8,2282564.90264014,3671780.58277939
38,2,0,1,6,9,2006408.16086333,2825612.64554116
18,5,2,2,5,14,2318535.22731546,7953656.35536368
35,5,2,1,2,10,1958201.21165256,3579377.81274627
34,4,0,0,1,5,1405754.57845674,7742651.933451201
27,5,2,2,4,13,2284237.82167109,6393191.85681439
25,6,3,1,7,17,3164556.02006408,8295155.8556808
10,3,0,2,0,5,1508124.58771557,5646948.16985031
36,3,1,1,6,11,2091822.7738691003,7950798.28584798
16,1,2,2,4,9,1800920.15078493,5325285.29688045
28,0,2,0,7,9,1931061.20881013,3741283.90640752
16,1,0,1,1,3,870777.3551532229,5102867.35673044
18,0,3,0,1,4,1272462.04788371,2740156.72955801
21,0,0,1,4,5,1818436.89691372,5556721.77756879
18,4,1,0,5,10,2324372.68140912,1519006.04524731
18,6,3,0,7,16,2828686.09643051,10079154.7715252
21,2,2,1,6,11,2523980.06962874,6374279.56165743
14,6,0,2,2,10,2374343.78498644,6301487.24726509
37,5,3,2,2,12,2649531.92357808,8689551.58979918
28,0,1,0,3,4,1205731.75780013,4649704.32566409
39,4,0,1,2,7,1620180.93594938,3491691.68327281
23,5,2,0,2,9,2439141.14149863,5432562.01520164
37,2,0,0,1,3,1196446.79745758,3504341.96688247
32,5,2,2,5,14,2179485.16820939,7652861.11375129
25,4,2,0,2,8,1571322.71573592,5712922.533804
26,1,0,0,0,1,1484027.82399942,4591623.26469922
26,5,1,0,0,6,1831248.60832721,3278258.97269523
15,3,2,1,5,11,2509092.54919839,7816567.43453454
29,4,1,0,5,10,1726420.35478168,6627516.1552573
16,3,1,0,1,5,1532824.21466578,6241510.93876666
19,5,0,2,4,11,2184783.99188743,7277767.65305695
39,4,2,1,2,9,1984914.56857246,7198385.90788122
36,4,1,2,7,14,2966720.67693307,6935243.53708783
39,2,0,0,6,8,1628397.7266272,3150870.35206426
31,3,2,1,2,8,1983581.1525647,9137761.7871744
20,0,2,1,4,7,1414093.66517785,1998996.47453091
35,3,2,1,3,9,1844244.22982076,4913711.61944901
15,4,0,2,3,9,2088650.69278478,7278066.12387844
13,3,2,1,3,9,2757284.2112122,6236361.39071424
36,4,0,1,2,7,1644533.41287662,5833443.16050607
34,4,0,0,0,4,1309781.31294393,4608808.04941407
40,2,1,0,4,7,1527285.84293665,3598359.80082639
14,6,1,2,2,11,2417216.13850357,7611133.066303301
12,6,2,1,1,10,2026532.36014105,5952818.96368622
31,0,3,2,3,8,2331866.83668813,3992976.01252366
13,0,3,2,5,10,2489213.29180368,3937795.77373382
30,1,2,1,4,8,2066541.50947512,5082043.14568221
28,0,3,0,6,9,2152916.03062667,996804.455368888
30,3,3,0,7,13,2618492.76767201,4417016.95562087
32,5,3,2,2,12,2692755.93431596,4154234.41304438
13,6,3,0,5,14,2608767.29404879,9638094.11145816
39,0,3,0,1,4,1396633.02078675,4759387.10532468
29,3,0,2,2,7,1842504.26063543,5890311.50700815
10,5,3,1,7,16,2082200.47244921,7508348.59043956
33,2,3,1,2,8,1899318.49725819,4820001.35417822
16,5,0,1,4,10,1310767.64816527,4901394.84593954
37,1,2,1,7,11,2247314.67784316,6545246.8855678
10,6,1,1,5,13,2608589.69023066,8664722.21607094
36,2,0,1,4,7,1540409.58879905,2113811.48355645
12,6,2,1,5,14,1998609.04703866,7607042.69976325
38,0,3,2,1,6,1806989.17473897,6042846.73489988
17,6,1,0,4,11,2571588.22101711,4969533.88449112
28,2,2,2,3,9,2103275.14701327,5484791.21565204
21,6,1,0,2,9,2010816.51921597,10334601.273646401
40,6,1,1,7,15,2211813.49670306,5805435.85766299
31,0,0,2,7,9,1981890.53969655,3456883.08116843
24,3,0,2,1,6,1583422.44044078,5761634.73526073
15,3,1,2,1,7,1874331.00971288,2979034.37385269
20,4,1,2,7,14,2776096.40494131,7538016.95179466
22,3,3,0,4,10,2387994.94925558,7810347.61687233
14,3,3,2,5,13,2213193.67645553,1956926.02544167
23,6,3,0,6,15,2449429.47518838,9714146.30248093
38,2,2,2,3,9,1861724.9455856003,8783886.58919281
33,5,1,1,2,9,1972544.09048192,5293402.8886054
31,1,3,2,3,9,1608602.66460026,5740162.46195942
29,2,0,2,6,10,2496689.56228603,7244090.25580117
22,3,1,2,5,11,2643668.08953845,7798201.62335169
32,2,3,2,3,10,1488913.24967883,2506880.78222591
31,4,0,2,2,8,2097069.40572984,4754814.00307726
14,2,2,1,5,10,2180100.50204981,5058764.06918334
22,4,3,1,3,11,2165463.64128881,6640467.65048596
38,3,2,0,7,12,1595177.89434151,8700427.19790475
39,1,3,1,7,12,1441152.305084,2669837.95985248
27,4,0,0,7,11,1399472.39801355,5079905.54697562
29,0,0,1,3,4,1272802.45413297,2644577.13469869
14,3,2,1,3,9,1687887.3461787,7632710.41435101
25,4,2,1,0,7,1595177.44515407,3123005.87529737
13,1,0,0,2,3,1463778.09584246,4968346.60553995
34,6,2,0,5,13,2348089.16178632,9257765.251896601
26,1,2,1,6,10,2016227.78145138,5826697.91345167
10,4,2,1,1,8,1526881.72921309,5776592.21348915
38,1,2,1,3,7,2188456.03094338,5213555.47403646
38,4,2,2,2,10,2071050.49554694,8409696.40667429
40,4,0,2,0,6,1661985.25130603,4709252.39076315
30,2,0,0,4,6,1619006.47606413,2562233.19479325
14,1,2,0,1,4,1216074.25914499,2798091.53585434
15,6,1,1,6,14,2909962.02296751,7454026.05648068
29,2,1,1,4,8,2231732.76728719,7484566.13883973
30,5,2,1,5,13,2509989.11606394,4996150.26353063
34,1,0,1,5,7,1495262.84592436,4561202.66289089
31,5,3,0,0,8,2330451.39124661,1339123.36978666
33,0,3,0,1,4,1553862.58558639,4403078.96617807
14,1,0,1,0,2,1265633.41594711,5008166.13370472
34,2,0,2,1,5,1075125.02088418,2889971.9259967003
39,4,1,1,4,10,1913523.48533793,4876864.21368244
34,0,1,0,5,6,2312745.49130559,4924292.73981439
29,4,2,0,5,11,1638965.77847147,6214310.25621423
34,6,0,2,4,12,1915117.49267715,7771067.07045703
35,5,3,2,7,17,3647704.4588815,3176604.94058776
29,5,0,0,1,6,1619879.96295356,3932047.67600407
19,6,0,0,1,7,1439853.7702823998,4334910.6096555
35,4,0,0,6,10,1452949.2920703,8343171.29029264
24,5,0,0,4,9,1156694.4349368,5783016.08542881
13,5,0,0,3,8,1734793.12610692,5291519.70628406
33,5,3,2,2,12,2505193.78343788,7565345.62430039
26,2,0,0,2,4,1671414.10340358,5691986.10618591
38,0,1,0,0,1,1024271.51311313,4298397.99463195
32,0,1,0,4,5,1461076.58036115,3007495.6255233
34,5,3,1,2,11,2535133.48724466,8132098.85783866
36,1,2,1,6,10,2459195.38863163,3538406.33224776
22,4,2,0,0,6,1742257.18834356,3281346.74655186
35,6,2,0,2,10,1757465.41547581,6428952.81828545
37,6,1,1,0,8,961671.7805587441,3473613.68673165
38,3,3,2,4,12,2336635.77969393,9235761.27861098
21,4,0,2,3,9,1728211.13546188,6257211.97590137
35,1,2,2,2,7,1826011.94727028,5323794.607065401
18,3,3,0,7,13,2473474.24801072,8413530.13880632
18,1,1,0,7,9,1625814.92200174,5291118.73776551
37,5,1,1,0,7,1884296.78565838,7334789.50565175
36,0,3,2,7,12,2114842.65962142,7560955.57670433
40,3,0,0,4,7,1589170.09643334,8067302.51774147
39,6,1,1,2,10,2722270.74967824,5521955.73055241
23,3,1,1,6,11,2029651.61492288,6952739.61533009
39,1,1,0,5,7,1835884.67380207,5696475.12968866
32,2,0,2,4,8,1925833.53658971,4498102.1070937
25,4,0,2,2,8,1993292.69595027,4782116.92823505
38,3,0,0,3,6,1687906.89084886,6123656.54304776
24,5,3,0,1,9,2181179.82810204,7458469.89046396
14,3,2,2,6,13,2215450.8975549,10745622.9635319
20,6,2,0,3,11,2458089.99685393,5071535.43341862
15,1,3,0,0,4,1906986.46166554,3695282.73618548
15,5,1,2,5,13,3042827.23064533,7693241.96600809
23,5,0,1,4,10,1856454.15738486,9692944.35705741
36,0,3,2,0,5,1610220.52240144,5630656.11139883
26,6,3,1,5,15,2179608.17261934,8578059.79836705
27,1,0,0,1,2,713782.086302064,4429886.44583915
37,2,1,1,1,5,1393474.41134821,5368225.49451514
27,1,2,2,2,7,1770962.94860274,6399061.95356197
31,5,1,2,7,15,2926005.45103509,7473462.40638878
35,4,1,1,5,11,2442235.36893833,7167476.73591828
14,1,2,2,5,10,1856118.21534121,7824649.02552597
26,2,1,2,6,11,2357132.72006825,7832055.98498554
32,0,0,1,0,1,1126383.02971128,2644501.50730883
11,2,2,1,1,6,1625107.90151794,3772729.99354214
14,4,0,1,1,6,1635737.64341778,2137776.42393454
37,5,2,2,0,9,1907010.77179871,2461236.97547524
22,5,3,0,7,15,2154967.0873129,7446583.33070344
18,5,2,2,3,12,1847566.72686739,6106575.60580505
24,6,2,1,0,9,2024239.97129406,9002873.16187529
27,2,0,1,6,9,1696510.78974064,2651747.113764
11,0,2,0,2,4,1200513.17535789,1766476.34624558
18,1,0,1,2,4,994721.100926925,6522003.21019209
14,3,2,2,5,12,1712604.4155664,6075771.76241121
23,1,1,2,3,7,1923417.97482035,5071916.73500192
19,3,3,0,4,10,2383396.07443425,6887776.71326077
40,4,3,1,7,15,3231716.19048224,6576962.00771938
30,2,3,1,7,13,2291269.76361253,6804650.48609419
14,4,3,0,4,11,1693962.05058856,6895143.19443432
20,3,2,2,3,10,2012281.52337891,6275765.41067792
36,5,0,2,3,10,2439709.41956033,5881293.65542296
32,4,3,2,2,11,1927827.44346839,7331609.00447945
29,3,0,1,6,10,1524481.89645653,4848936.51205514
11,4,3,1,6,14,3211432.33317531,11566899.465389
15,2,0,1,5,8,1944007.43680986,6691681.81093629
27,2,1,0,7,10,1808414.70859414,1621116.78350234
22,4,0,0,4,8,1722161.85464227,5603237.26858228
13,0,0,2,2,4,1345806.66978719,4820102.09206997
13,2,2,1,7,12,2098711.0391549,6293591.761152901
24,6,0,0,3,9,1802282.4573137,6729661.00843008
24,1,1,2,3,7,2068232.65987704,5631392.79096952
33,3,3,1,5,12,2058441.43248997,9292325.63740687
28,1,1,0,4,6,1677647.31132313,4816783.1648905
35,1,3,1,5,10,2194966.45848014,2719167.18375927
12,6,0,1,7,14,2401977.10620632,7884154.37188338
28,1,2,0,6,9,1568250.48005323,5623295.01611178
29,6,0,0,2,8,1833612.74446777,3942610.87310889
23,4,0,1,4,9,1644557.85522338,7848674.577167999
35,4,0,0,0,4,942727.0843661891,5171420.13505113
16,2,3,2,5,12,2717337.54329757,7365459.18682931
33,4,1,2,5,12,2953303.17350308,6992260.8392856
19,2,3,2,1,8,1756136.41153509,1215053.29367467
14,5,0,0,5,10,1628537.39605953,5280764.25580195
40,5,1,2,7,15,2433295.08994233,10305643.602463901
36,0,1,0,6,7,2002808.35753555,4212951.51472424
14,0,3,1,7,11,2466574.90359085,7094977.21797537
37,5,1,0,7,13,2280115.92547997,9617440.89337387
33,0,2,0,4,6,1733864.94952104,4227087.0721123
38,1,1,2,3,7,1526021.85565367,2980847.00132583
22,2,3,1,2,8,1203500.64482249,4929642.71963253
24,5,2,0,5,12,2053464.18396665,7164245.83096664
18,0,3,0,6,9,2006329.3941106002,7482737.30414772
38,4,1,1,6,12,2482169.98829624,8412009.79746588
33,3,2,2,6,13,1647588.96678061,3347276.06705795
14,2,0,2,4,8,1498382.66750731,7001682.02508668
26,3,2,1,1,7,2391890.43743742,6715631.76748276
26,3,1,0,3,7,2078170.60363663,5663902.029516201
27,0,1,1,5,7,1572991.35042422,4093131.0819857004
22,2,1,0,4,7,1575912.28936367,2389070.57401341
19,1,2,0,4,7,1527990.0025314,7336296.28606931
27,0,2,2,5,9,2132286.36628713,5499849.92136319
14,4,2,2,6,14,2659550.56838388,6023728.43849859
17,2,0,2,4,8,2041305.27537924,4563251.87419887
32,5,3,0,6,14,2155163.98212722,8704883.92334065
11,4,3,2,0,9,1927621.72180942,2645296.01948705
31,1,1,1,2,5,1498426.28976157,1822412.59044234
28,3,1,2,5,11,2289887.84830555,6830300.24204714
12,0,2,1,6,9,1583725.37487697,8572195.15515409
38,3,3,2,5,13,3002122.11738003,9426716.71049694
19,6,1,0,1,8,1812607.14306582,4220248.91557568
37,1,2,2,7,12,2644719.34561225,10701285.832333699
40,4,3,2,5,14,1855849.18839394,2989874.27636852
39,5,3,0,2,10,2051221.8242891002,7700372.62830505
32,5,2,0,7,14,2743064.18793736,6171300.02547013
21,1,1,1,6,9,1640707.29089163,8229453.95783461
18,3,0,2,0,5,1712875.96369433,2202974.94131052
21,1,2,1,3,7,1637556.11841584,5037239.32722476
38,6,3,2,3,14,1873920.12539591,5404631.68111083
10,3,3,2,0,8,1791360.46848355,2651769.7042209
13,0,2,1,0,3,983201.8187016171,4757208.95145737
37,0,0,1,6,7,1695580.256402,4060431.85500478
12,0,3,2,3,8,1516758.30033659,4908065.09097264
26,6,3,1,1,11,2450850.7221278,3589935.74866873
10,2,2,0,0,4,1609628.30506818,3895961.62654398
27,5,1,2,4,12,2711102.31394166,6479412.019084901
10,6,2,1,2,11,1784704.5223033,4802320.41965338
23,4,2,2,1,9,2280368.13824916,6334696.89914205
18,4,2,0,4,10,1540032.46121806,6117234.00626139
22,4,1,2,2,9,1556814.97935955,4683912.19911853
19,3,3,2,2,10,1421344.54866317,6596327.20014447
38,1,0,2,0,3,1400926.28927278,5023294.06927812
29,5,0,1,6,12,2345870.77508321,6473343.37679952
39,1,1,0,3,5,1922457.54918968,3911819.11351895
13,2,1,1,4,8,2433917.89767302,4084963.82842614
25,5,3,1,7,16,1970049.68500183,9024859.86518626
29,1,1,1,4,7,1672028.87912308,3840288.97782393
27,2,1,0,1,4,1284484.76704341,4949126.72522525
22,0,0,1,2,3,1761733.07358361,5745858.70223772
17,5,1,2,2,10,2115023.78388588,4470863.47874753
27,3,3,0,6,12,1787883.89182153,7848689.30131152
38,1,2,0,4,7,1669571.42422006,2695015.11537105
32,3,0,1,4,8,2232711.34523135,3298367.1662042006
27,0,0,0,5,5,1544459.61779647,4471487.8998641
15,5,0,2,7,14,2869613.86869605,10417097.433225
29,4,1,2,0,7,1417187.40833152,1812152.59723547
15,0,2,1,3,6,1439763.00415892,3657749.93390141
11,0,3,1,0,4,1615197.13298428,6596400.69586236
